1	5	1
1	155	1
1	370	1
1	420	1
1	1171	1
1	2233	1
1	2649	1
1	2784	1
1	2804	1
1	9399	1
1	11643	1
1	11883	1
1	13125	1
1	13806	1
1	18277	1
1	18527	1
1	19113	1
2	19745	1
3	3	1
3	2957	1
3	3065	1
3	4971	1
3	11135	1
3	15464	1
4	11135	1
5	1	1
5	52	1
5	384	1
5	420	1
5	19113	1
7	257	1
7	354	1
7	1055	1
7	1178	1
7	1473	1
7	2787	1
7	3065	1
7	6260	1
7	11954	1
8	7583	1
8	21950	1
8	22027	1
11	81	1
11	466	1
11	908	1
11	2336	1
11	6024	1
11	6593	1
11	8610	1
13	5071	1
13	5433	1
13	8794	1
14	1033	1
14	9509	1
15	2397	1
15	19074	1
15	19075	1
16	18	1
16	423	1
16	1130	1
16	4565	1
16	11115	1
16	19113	1
16	20810	1
16	21258	1
18	16	1
18	18	1
18	20	1
18	236	1
18	253	1
18	10004	1
18	10384	1
18	10552	1
18	11964	1
18	11970	1
18	12451	1
18	12681	1
18	17432	1
19	312	1
19	6992	1
19	17613	1
20	18	1
20	20810	1
21	7163	1
21	15198	1
23	1673	1
23	2310	1
23	2382	1
23	2882	1
23	3936	1
23	5807	1
23	8986	1
23	10079	1
23	10679	1
23	14070	1
23	14679	1
23	15966	1
23	17084	1
23	18603	1
24	192	1
24	206	1
24	441	1
24	466	1
24	1375	1
24	1635	1
24	6095	1
24	6272	1
24	8743	1
24	11135	1
24	11185	1
25	31	1
25	138	1
25	171	1
25	346	1
25	828	1
25	921	1
25	1245	1
25	1505	1
25	1568	1
25	3049	1
25	3211	1
25	3294	1
25	3341	1
25	3673	1
25	3780	1
25	3819	1
25	3987	1
25	4414	1
25	5728	1
25	5903	1
25	6107	1
25	6657	1
25	7869	1
25	8511	1
25	8534	1
25	8650	1
25	9658	1
25	10447	1
25	11771	1
25	11852	1
25	12170	1
25	12611	1
25	13172	1
25	17360	1
25	17436	1
25	17912	1
25	18949	1
25	19259	1
25	19437	1
25	20758	1
25	21341	1
26	1679	1
26	3065	1
26	10239	1
27	3688	1
27	9440	1
27	15688	1
28	10299	1
29	3776	1
29	6517	1
29	10447	1
29	11771	1
29	12503	1
30	11632	1
30	11849	1
31	2791	1
31	3442	1
31	5217	1
31	7924	1
31	8151	1
31	11413	1
31	16766	1
32	222	1
32	346	1
32	812	1
32	1505	1
32	3294	1
32	3776	1
32	3819	1
32	3987	1
32	4308	1
32	4414	1
32	4741	1
32	5711	1
32	5984	1
32	6107	1
32	6150	1
32	6657	1
32	7271	1
32	7924	1
32	8151	1
32	8511	1
32	8650	1
32	10024	1
32	10043	1
32	10447	1
32	11771	1
32	11940	1
32	12503	1
32	12611	1
32	13172	1
32	13841	1
32	15033	1
32	15443	1
32	15889	1
32	17360	1
32	17912	1
32	18158	1
36	2675	1
36	10108	1
36	10641	1
36	20150	1
37	610	1
39	170	1
39	653	1
39	4218	1
39	4266	1
39	7585	1
39	8736	1
39	12504	1
39	16693	1
39	17017	1
41	200	1
41	976	1
41	1178	1
41	1247	1
41	1471	1
41	1476	1
41	2397	1
41	3776	1
41	4521	1
41	5969	1
41	6946	1
41	12046	1
41	12689	1
41	14380	1
41	15889	1
41	19259	1
41	21813	1
42	171	1
42	200	1
42	797	1
42	823	1
42	1178	1
42	1568	1
42	1620	1
42	1629	1
42	1930	1
42	2343	1
42	2547	1
42	2804	1
42	3673	1
42	4027	1
42	6381	1
42	7021	1
42	8018	1
42	8302	1
42	8655	1
42	8743	1
42	9509	1
42	13420	1
45	99	1
45	312	1
45	437	1
45	878	1
45	1568	1
45	2109	1
45	2447	1
45	2602	1
45	2676	1
45	2678	1
45	2742	1
45	2792	1
45	3185	1
45	3571	1
45	3643	1
45	3710	1
45	3907	1
45	4173	1
45	4447	1
45	4641	1
45	4771	1
45	4820	1
45	5623	1
45	5713	1
45	6839	1
45	7172	1
45	7231	1
45	7654	1
45	8354	1
45	8464	1
45	9756	1
45	9817	1
45	10367	1
45	10685	1
45	10690	1
45	11832	1
45	12076	1
45	12593	1
45	12645	1
45	14804	1
45	14909	1
45	15121	1
45	15203	1
45	16785	1
45	16954	1
45	17692	1
45	19371	1
45	19505	1
51	202	1
51	326	1
51	977	1
51	1420	1
51	3558	1
51	3710	1
51	4837	1
51	5071	1
51	5433	1
51	5638	1
51	6560	1
51	6992	1
51	7128	1
51	7131	1
51	8312	1
51	9411	1
51	10680	1
51	12479	1
51	12566	1
51	12836	1
51	13925	1
51	14328	1
51	14572	1
51	18623	1
51	20213	1
51	20758	1
52	220	1
52	993	1
52	10523	1
52	11115	1
52	12336	1
52	15104	1
53	567	1
53	2231	1
53	2335	1
53	16637	1
54	993	1
54	2454	1
54	2695	1
54	3065	1
54	3467	1
54	5608	1
54	5838	1
54	10124	1
54	10384	1
54	19113	1
55	92	1
55	1287	1
55	2462	1
55	3185	1
55	5926	1
55	9440	1
55	9488	1
55	18758	1
59	967	1
59	3857	1
59	5578	1
60	113	1
60	488	1
60	493	1
60	639	1
60	659	1
60	1178	1
60	1428	1
60	1471	1
60	2781	1
60	3390	1
60	4020	1
60	5427	1
60	6517	1
60	8505	1
62	73	1
62	2781	1
62	3065	1
62	4078	1
62	6981	1
62	7730	1
62	8302	1
62	10059	1
62	11135	1
62	14572	1
64	181	1
64	205	1
64	1130	1
64	4266	1
64	4917	1
64	7637	1
64	7902	1
64	8177	1
64	8312	1
64	8854	1
64	9387	1
64	9813	1
64	11115	1
64	13813	1
64	14277	1
64	14348	1
64	15008	1
64	16704	1
64	19068	1
65	65	1
65	1674	1
65	3644	1
65	6082	1
65	10299	1
66	3864	1
67	25	1
67	4570	1
67	5728	1
67	8534	1
67	10068	1
67	15608	1
67	21341	1
69	14572	1
71	1130	1
71	1568	1
71	7021	1
71	11115	1
71	13813	1
72	5807	1
73	73	1
73	2781	1
73	2784	1
73	3065	1
73	3688	1
73	4078	1
73	6950	1
73	6981	1
74	155	1
74	437	1
74	815	1
74	1075	1
74	1454	1
74	1568	1
74	1941	1
74	3225	1
74	3536	1
74	3711	1
74	4072	1
74	4729	1
74	5623	1
74	7021	1
74	7028	1
74	8736	1
74	9225	1
74	9615	1
74	9808	1
74	10109	1
74	10255	1
74	10685	1
74	12208	1
74	12329	1
74	12357	1
74	12374	1
74	13013	1
74	13085	1
74	14044	1
74	14070	1
74	21806	1
76	118	1
76	208	1
76	1471	1
76	4054	1
76	11408	1
76	11863	1
76	19769	1
76	21044	1
76	21093	1
76	21095	1
76	21199	1
76	21328	1
76	21381	1
77	6549	1
77	7836	1
77	10685	1
77	11025	1
77	11981	1
77	17076	1
77	18116	1
77	21198	1
78	266	1
78	2759	1
80	335	1
80	2695	1
80	2740	1
80	3065	1
80	7322	1
80	9145	1
80	19113	1
81	11	1
81	170	1
81	212	1
81	352	1
81	355	1
81	817	1
81	902	1
81	936	1
81	1568	1
81	1940	1
81	5386	1
81	5816	1
81	7021	1
81	10144	1
81	11115	1
81	17645	1
83	2226	1
83	2380	1
83	7202	1
83	7987	1
83	15725	1
83	16208	1
83	18699	1
83	19547	1
83	21798	1
84	952	1
84	1568	1
84	4853	1
84	6381	1
84	7021	1
84	17673	1
84	17965	1
85	638	1
85	1813	1
85	2359	1
85	2894	1
85	6982	1
85	8105	1
85	8804	1
85	11539	1
85	16750	1
85	17940	1
85	21033	1
89	1568	1
89	4266	1
89	7021	1
89	11115	1
89	16704	1
90	202	1
90	205	1
90	315	1
90	345	1
90	1052	1
90	1375	1
90	1744	1
90	1809	1
90	1959	1
90	2009	1
90	2226	1
90	2397	1
90	2417	1
90	2480	1
90	3030	1
90	3182	1
90	3631	1
90	3769	1
90	3864	1
