1	24	1
1	229	1
1	261	1
1	798	1
1	986	1
1	1395	1
1	1895	1
1	2151	1
1	2348	1
1	2540	1
1	2559	1
1	2802	1
1	3158	1
1	3342	1
1	3674	1
1	5740	1
2	39	1
2	108	1
2	260	1
2	310	1
2	534	1
2	884	1
2	2095	1
2	2559	1
2	2644	1
2	2660	1
2	4613	1
2	4697	1
2	6296	1
3	8	1
3	10	1
3	16	1
3	51	1
3	94	1
3	128	1
3	207	1
3	209	1
3	233	1
3	248	1
3	254	1
3	282	1
3	327	1
3	380	1
3	428	1
3	430	1
3	508	1
3	516	1
3	569	1
3	629	1
3	662	1
3	796	1
3	809	1
3	816	1
3	898	1
3	907	1
3	1062	1
3	1096	1
3	1131	1
3	1154	1
3	1168	1
3	1181	1
3	1182	1
3	1185	1
3	1198	1
3	1233	1
3	1357	1
3	1410	1
3	1446	1
3	1453	1
3	1455	1
3	1458	1
3	1460	1
3	1469	1
3	1478	1
3	1505	1
3	1602	1
3	1613	1
3	1628	1
3	1719	1
3	1721	1
3	1853	1
3	1919	1
3	1922	1
3	1939	1
3	1954	1
3	1999	1
3	2042	1
3	2125	1
3	2139	1
3	2167	1
3	2214	1
3	2267	1
3	2296	1
3	2330	1
3	2339	1
3	2369	1
3	2420	1
3	2448	1
3	2457	1
3	2508	1
3	2511	1
3	2548	1
3	2594	1
3	2662	1
3	2705	1
3	2708	1
3	2710	1
3	2744	1
3	2828	1
3	2898	1
3	2915	1
3	2941	1
3	2983	1
3	2996	1
3	3027	1
3	3046	1
3	3064	1
3	3065	1
3	3172	1
3	3178	1
3	3234	1
3	3304	1
3	3311	1
3	3439	1
3	3478	1
3	3479	1
3	3553	1
3	3575	1
3	3616	1
3	3668	1
3	3731	1
3	3764	1
3	3797	1
3	3817	1
3	4066	1
3	4077	1
3	4097	1
3	4106	1
3	4109	1
3	4116	1
3	4230	1
3	4273	1
3	4275	1
3	4472	1
3	4488	1
3	4560	1
3	4567	1
3	4679	1
3	4692	1
3	4728	1
3	4730	1
3	4748	1
3	4760	1
3	4795	1
3	4797	1
3	4845	1
3	4990	1
3	5071	1
3	5236	1
3	5328	1
3	5515	1
3	5532	1
3	5803	1
3	5888	1
3	5916	1
3	6213	1
3	6231	1
3	6319	1
4	108	1
4	146	1
4	149	1
4	444	1
4	645	1
4	1156	1
4	1917	1
4	2010	1
4	2762	1
4	3172	1
4	3730	1
4	5105	1
4	5302	1
4	5335	1
5	24	1
5	414	1
5	1029	1
5	1064	1
5	1127	1
5	2644	1
5	3010	1
5	3158	1
5	3253	1
5	3342	1
5	5355	1
5	5740	1
6	7	1
6	35	1
7	6	1
7	61	1
7	661	1
7	1039	1
7	1216	1
7	1268	1
7	1687	1
7	3172	1
7	3672	1
7	3830	1
7	5483	1
9	19	1
9	264	1
9	417	1
9	607	1
9	758	1
9	1237	1
9	1529	1
9	1591	1
9	1871	1
9	2160	1
9	3044	1
9	3340	1
9	3920	1
9	4160	1
9	4428	1
9	5831	1
9	6089	1
10	39	1
10	253	1
10	267	1
10	589	1
10	793	1
10	899	1
10	1182	1
10	1226	1
10	1296	1
10	1408	1
10	1410	1
10	1419	1
10	2032	1
10	2533	1
10	2612	1
